qoss qsim qoss1 qsim1 qoss2 qsim2
6.5 7.439606 6.5 7.260422 6.5 5.460214
5.7 6.581871 5.7 7.090345 5.7 4.921188
4.71 4.825333 4.71 5.088427 4.71 4.479168
4.37 3.760267 4.37 4.335493 4.37 4.110918
3.93 3.435221 3.93 4.238717 3.93 3.802644
3.42 3.114747 3.42 3.820251 3.42 3.539659
3.42 2.890946 3.42 3.541276 3.42 3.312189
3.44 2.734045 3.44 3.318352 3.44 3.112686
3.48 2.608647 3.48 3.116529 3.48 2.936083
3.53 2.49728 3.53 2.928092 3.53 2.778941
3.52 2.393297 3.52 2.751204 3.52 2.638854
3.32 2.294415 3.32 2.585023 3.32 2.514092
3.38 2.199832 3.38 2.428881 3.38 2.401968
3.24 2.109207 3.24 2.282171 3.24 2.300569
3.06 2.022329 3.06 2.144323 3.06 2.208166
2.47 1.939034 2.47 2.014801 2.47 2.123707
2.38 1.87524 2.38 1.917622 2.38 2.046929
2.31 4.772465 2.31 6.308572 2.31 3.39156
2.12 3.668283 2.12 3.2785 2.12 2.340628
1.98 2.537109 1.98 2.174885 1.98 2.232537
2.03 1.967156 2.03 1.865382 2.03 2.135608
2.11 1.715208 2.11 1.724571 2.11 2.048346
3.86 4.799726 3.86 6.551651 3.86 3.12291
6.91 10.80993 6.91 13.91868 6.91 6.690179
3.4 6.98007 3.4 5.645749 3.4 3.687631
3.31 9.235288 3.31 10.78514 3.31 5.482231
2.99 5.886768 2.99 5.112841 2.99 4.379365
3.04 4.741032 3.04 5.090788 3.04 3.942321
3.03 3.211134 3.03 3.439468 3.03 3.573804
2.86 3.671367 2.86 4.744671 2.86 3.274187
2.85 2.779409 2.85 3.217433 2.85 3.02308
2.83 2.127564 2.83 2.650141 2.83 2.810249
2.62 1.806567 2.62 2.420074 2.62 2.627927
2.61 1.649836 2.61 2.263118 2.61 2.470447
2.74 1.556013 2.74 2.124936 2.74 2.333614
2.72 1.484375 2.72 1.996395 2.72 2.213875
2.8 1.421146 2.8 1.875785 2.8 2.108596
2.95 1.884717 2.95 2.561624 2.95 2.016516
2.76 2.640957 2.76 3.456947 2.76 1.936187
2.14 2.039815 2.14 2.169959 2.14 1.864363
1.86 1.555263 1.86 1.722475 1.86 1.838565
1.7 1.313075 1.7 1.559519 1.7 1.860044
1.69 1.315173 1.69 1.644608 1.69 1.882069
1.74 1.309257 1.74 1.599647 1.74 1.903506
2.42 3.086905 2.42 4.382661 2.42 2.392748
1.98 2.296845 1.98 2.266759 1.98 1.890699
1.75 1.610601 1.75 1.624486 1.75 1.907089
1.64 1.244352 1.64 1.387917 1.64 1.927695
1.75 1.06641 1.75 1.261054 1.75 1.947436
1.65 0.9786242 1.65 1.178508 1.65 1.966817
1.88 2.753994 1.88 4.084878 1.88 2.522256
1.67 2.047881 1.67 2.040295 1.67 1.933725
1.5 1.373674 1.5 1.355674 1.5 1.949224
1.4 1.041599 1.4 1.165269 1.4 1.969746
1.34 2.429861 1.34 3.585323 1.34 2.27048
1.43 1.878605 1.43 1.973139 1.43 1.970334
1.54 2.864021 1.54 3.884806 1.54 2.443653
1.47 2.028669 1.47 2.062402 1.47 1.944738
1.43 1.322103 1.43 1.384619 1.43 1.961387
1.19 0.9826504 1.19 1.19094 1.19 1.981785
1.14 0.8390185 1.14 1.101502 1.14 2.000894
0.91 0.7715352 0.91 1.032508 0.91 2.018807
0.91 0.7300488 0.91 0.9698218 0.91 2.035754
0.94 0.6972695 0.94 0.911203 0.94 2.051911
1.04 0.6678239 1.04 0.8561596 1.04 2.067289
1.05 1.540147 1.05 2.334434 1.05 2.1075
1.05 1.263381 1.05 1.399416 1.05 2.091632
0.74 0.9288495 0.74 1.002376 0.74 2.103877
0.76 0.7208445 0.76 0.8296272 0.76 2.115506
0.85 0.6204626 0.85 0.7561635 0.85 2.126411
0.76 0.5703357 0.76 0.7066624 0.76 2.136583
0.71 0.5391733 0.71 0.6634291 0.71 2.146051
0.8 0.5147349 0.8 0.623284 0.8 2.15482
0.75 0.4929172 0.75 0.5856272 0.75 2.16299
0.54 0.4724509 0.54 0.550253 0.54 2.170626
0.62 0.4529494 0.62 0.5170163 0.62 2.177797
0.6 0.434283 0.6 0.4857873 0.6 2.184472
0.67 0.4163934 0.67 0.4564447 0.67 2.19065
0.62 0.5665481 0.62 0.7395444 0.62 2.196432
0.64 0.5016683 0.64 0.5303092 0.64 2.201732
0.67 0.4276068 0.67 0.4341304 0.67 2.206661
0.5 0.3795362 0.5 0.3873915 0.5 2.211237
0.4 0.4900873 0.4 0.6245288 0.4 2.215506
0.44 1.744286 0.44 2.91987 0.44 2.395142
0.43 1.198693 0.43 1.184513 0.43 2.190219
0.51 0.7027576 0.51 0.635222 0.51 2.194312
0.56 0.468551 0.56 0.5067383 0.56 2.200007
0.6 0.3750751 0.6 0.462222 0.6 2.205251
0.35 0.3360054 0.35 0.4323845 0.35 2.210083
0.32 0.4007314 0.32 0.5707154 0.32 2.214547
0.45 1.010008 0.45 1.693267 0.45 2.218732
0.5 0.7285014 0.5 0.7995419 0.5 2.222487
0.69 0.4748838 0.69 0.5093946 0.69 2.225944
0.83 0.3527789 0.83 0.4330437 0.83 2.229132
0.9 0.3012283 0.9 0.3998546 0.9 2.232071
0.42 0.2813808 0.42 0.3832945 0.42 2.234776
0.29 0.2649223 0.29 0.3548371 0.29 2.237263
0.32 0.2516495 0.32 0.3317812 0.32 2.239554
0.36 0.2403779 0.36 0.3114347 0.36 2.241664
0.36 1.578415 0.36 2.960496 0.36 2.37811
0.39 1.077397 0.39 1.167151 0.39 2.219477
0.47 0.6198296 0.47 0.6353464 0.47 2.221797
1.53 5.445247 1.53 9.628775 1.53 3.436416
1.3 4.348702 1.3 4.89745 1.3 2.124151
0.82 2.390551 0.82 2.269689 0.82 2.01122
0.72 1.213451 0.72 1.400205 0.72 2.030034
0.81 0.7207595 0.81 1.179353 0.81 2.04861
0.73 0.576028 0.73 1.150275 0.73 2.065834
0.62 0.4865013 0.62 1.0298 0.62 2.081747
0.47 0.470272 0.47 1.009415 0.47 2.096454
0.53 0.5098111 0.53 1.048595 0.53 2.110054
0.64 0.450335 0.64 0.8944589 0.64 2.122567
0.74 1.473555 0.74 2.625207 0.74 2.331115
0.79 1.840629 0.79 2.670831 0.79 2.207701
0.91 1.6448 0.91 2.172471 0.91 2.104547
1.08 2.701827 1.08 3.973422 1.08 2.508669
0.65 1.712495 0.65 1.885047 0.65 2.062774
0.52 1.080187 0.52 1.408837 0.52 2.074587
0.51 0.6975622 0.51 1.106758 0.51 2.089678
1.11 4.23092 1.11 6.687993 1.11 3.324412
1.66 3.313329 1.66 3.575955 1.66 1.940776
1.17 1.806862 1.17 1.837223 1.17 1.942982
1.04 1.121459 1.04 1.545774 1.04 1.967125
0.74 0.7603404 0.74 1.293456 0.74 1.989648
0.62 0.6334378 0.62 1.224637 0.62 2.010654
0.52 0.6206035 0.52 1.21712 0.52 2.030195
0.73 0.5524756 0.73 1.077015 0.73 2.048289
0.71 0.4974849 0.71 0.9870305 0.71 2.065074
0.75 0.5569452 0.75 1.067355 0.75 2.080735
0.86 0.5056042 0.86 0.9255373 0.86 2.095201
1.89 6.797824 1.89 10.09252 1.89 4.64571
3.43 9.912086 3.43 11.11283 3.43 4.693473
1.89 5.99597 1.89 4.711089 1.89 2.585648
1.9 6.8173 1.9 7.329563 1.9 3.832308
1.91 5.119709 1.91 4.911623 1.91 3.058043
1.27 2.905312 1.27 2.901864 1.27 2.811071
3.53 2.850794 3.53 3.656285 3.53 2.759552
14.2 15.69823 14.2 17.79235 14.2 13.18871
17.8 22.82283 17.8 19.4428 17.8 17.52724
7.06 13.67936 7.06 8.435889 7.06 11.45267
3.73 6.836467 3.73 4.886732 3.73 9.029182
2.61 4.089839 2.61 4.297767 2.61 7.391199
46.2 22.22676 46.2 19.56294 46.2 24.68093
133 31.01742 133 17.78953 133 25.18612
116 255.3264 116 72.3702 116 240.0019
40.8 159.8006 40.8 26.88993 40.8 58.73504
26 73.51862 26 12.95489 26 31.73178
19.2 33.83572 19.2 9.819981 19.2 21.12362
15 19.14964 15 8.826231 15 15.61595
13.7 14.97951 13.7 9.228094 13.7 12.32575
21.9 21.12038 21.9 17.18785 21.9 16.73308
37.8 59.83849 37.8 33.70513 37.8 38.84529
22 40.9391 22 16.25254 22 23.2222
16.5 25.91325 16.5 12.68753 16.5 16.91879
13.4 18.31296 13.4 10.88419 13.4 13.24991
11.5 14.1006 11.5 8.834575 11.5 10.87141
12.1 15.9652 12.1 12.91601 12.1 11.11344
35 63.58057 35 64.34107 35 40.40777
30.8 43.37238 30.8 26.03936 30.8 22.61008
31.9 28.54092 31.9 18.41204 31.9 19.18664
39.4 52.09849 39.4 50.19879 39.4 30.15434
29.4 35.80175 29.4 24.08619 29.4 20.71367
22.4 22.00268 22.4 15.0291 22.4 15.65327
17.7 15.35652 17.7 12.4963 17.7 12.5655
15 12.76691 15 11.65643 15 10.51373
12.6 11.65415 12.6 10.97707 12.6 9.065756
10.9 10.91977 10.9 10.21587 10.9 7.994368
10 10.33223 10 9.524572 10 7.17376
10.3 16.32794 10.3 17.24058 10.3 10.34526
11.6 16.55585 11.6 14.89343 11.6 10.16222
10.9 15.59611 10.9 13.55065 10.9 9.728737
11.6 18.22048 11.6 15.67123 11.6 10.56025
21.2 38.28487 21.2 37.00656 21.2 16.44508
44.5 53.14954 44.5 47.87009 44.5 23.46754
69.6 103.7713 69.6 101.0048 69.6 69.58091
40.1 64.23052 40.1 40.28694 40.1 34.0697
28.8 36.61591 28.8 25.40585 28.8 25.27902
23.8 22.80436 23.8 19.96367 23.8 18.66967
36.6 28.99573 36.6 30.96958 36.6 20.22675
81.5 110.7412 81.5 121.0302 81.5 94.39207
46 72.39067 46 49.89585 46 40.27797
35.2 40.4592 35.2 29.77301 35.2 27.56413
29.8 32.62558 29.8 32.37027 29.8 24.86732
24.6 23.36973 24.6 24.36926 24.6 18.73338
21.9 17.44899 21.9 20.41597 21.9 14.90195
19.7 14.65797 19.7 18.70852 19.7 12.48129
17.8 13.29769 17.8 17.4635 17.8 10.7922
16.6 12.61525 16.6 16.5243 16.6 9.642486
15.3 12.44337 15.3 15.99558 15.3 8.965794
15 24.32719 15 28.803 15 11.67217
14.3 24.16258 14.3 24.14262 14.3 11.56687
13.6 18.47517 13.6 17.81988 13.6 10.40342
12.3 14.3206 12.3 14.98137 12.3 9.239619
12.2 18.04788 12.2 20.17636 12.2 10.11984
12.3 17.24688 12.3 17.6803 12.3 9.675648
12.2 17.73141 12.2 18.33158 12.2 9.729482
13.6 31.26063 13.6 33.26721 13.6 14.43652
13.5 23.28602 13.5 19.49108 13.5 12.44457
20.1 40.3338 20.1 41.78726 20.1 19.67952
18.3 40.62812 18.3 36.29455 18.3 20.65439
17.3 26.81476 17.3 21.13153 17.3 16.23973
17 16.88205 17 15.08407 17 13.18516
16.1 12.3743 16.1 13.30019 16.1 11.15156
15.3 10.4358 15.3 12.26736 15.3 9.716051
20.7 32.91061 20.7 37.85736 20.7 19.36675
30.7 37.2108 30.7 34.70203 30.7 19.28817
30.3 24.02956 30.3 18.80272 30.3 15.08435
27.2 25.77761 27.2 25.68713 27.2 16.67481
27.6 25.55798 27.6 24.76731 27.6 16.63093
23.3 17.51453 23.3 15.76681 23.3 13.43105
21.5 20.90233 21.5 22.346 21.5 14.24661
21.4 26.90105 21.4 27.72879 21.4 15.76754
35.8 29.19432 35.8 28.19932 35.8 16.71739
59.2 74.94637 59.2 79.26836 59.2 49.45669
36.7 48.34867 36.7 33.82804 36.7 27.4949
29.2 26.28633 29.2 19.6483 29.2 19.70645
25.9 17.85059 25.9 18.271 25.9 16.48808
26.8 21.37795 26.8 24.43936 26.8 16.77875
23.2 16.4682 23.2 17.34317 23.2 13.59996
41.2 35.40464 41.2 40.1862 41.2 21.21358
129 94.87928 129 100.6324 129 72.72343
78.5 118.3407 78.5 107.2544 78.5 95.52622
69.8 102.4697 69.8 83.60557 69.8 76.55429
48 66.40355 48 50.85421 48 47.12638
36.3 42.64292 36.3 37.8593 36.3 33.09501
30 32.07039 30 34.17835 30 26.18719
25.7 27.48979 25.7 32.10295 25.7 22.01566
23.8 23.06926 23.8 28.02626 23.8 18.22756
115 89.65284 115 104.1483 115 77.92431
78.1 102.4594 78.1 95.28984 78.1 78.86326
50 73.92814 50 60.35395 50 51.19329
46.7 63.95082 46.7 60.52264 46.7 48.27899
96.9 94.67443 96.9 99.02982 96.9 88.6061
57.5 61.97471 57.5 51.75287 57.5 43.13206
44.9 36.64029 44.9 35.3863 44.9 27.95929
38.2 24.92261 38.2 30.63489 38.2 20.75174
32.8 20.34447 32.8 28.5205 32.8 16.63174
28.4 18.28328 28.4 26.64147 28.4 14.00285
24.4 22.81775 24.4 31.40888 24.4 16.82832
21.1 21.67456 21.1 27.48192 21.1 14.97543
19 18.32329 19 23.46938 19 12.81284
17.9 16.25014 17.9 21.62455 17.9 11.27457
22.3 44.01593 22.3 52.86491 22.3 26.76716
23.9 35.81634 23.9 33.48423 23.9 20.13778
23.1 33.64025 23.1 34.13132 23.1 20.60641
25.1 40.6248 25.1 42.67856 25.1 24.81559
22.4 31.23732 22.4 29.49355 22.4 20.37635
20.2 22.14676 20.2 22.49026 20.2 16.45957
18.4 22.11133 18.4 25.28039 18.4 15.83894
15.9 17.83643 15.9 19.92913 15.9 13.30158
14.8 18.29095 14.8 21.46724 14.8 12.65667
14 25.6715 14 29.14766 14 14.45364
13.3 20.9905 13.3 20.92204 13.3 12.70999
13.3 20.80957 13.3 22.18852 13.3 12.60696
12.5 16.35391 12.5 16.94761 12.5 10.97775
11.7 13.15178 11.7 14.56172 11.7 9.771393
11.5 13.81409 11.5 16.21385 11.5 10.14984
11.1 12.09789 11.1 13.4802 11.1 9.140729
11 10.7282 11 12.1295 11 8.346873
10.2 9.935184 10.2 11.33519 10.2 7.714266
9.71 9.460891 9.71 10.71211 9.71 7.198665
9.34 9.017638 9.34 10.0268 9.34 6.769618
8.98 8.619365 8.98 9.412378 8.98 6.405725
11.3 10.86589 11.3 12.11506 11.3 7.221421
12.4 27.68533 12.4 29.26813 12.4 13.84181
14.7 42.30856 14.7 40.25099 14.7 18.41295
13.4 27.18103 13.4 18.72701 13.4 14.56865
11.3 16.12947 11.3 12.24509 11.3 12.04243
10 11.09862 10 10.47085 10 10.31858
8.93 8.994876 8.93 9.564427 8.93 9.07675
8.43 8.064264 8.43 8.919867 8.43 8.14732
8.46 7.801738 8.46 8.677184 8.46 7.574152
8.29 7.824549 8.29 8.560607 8.29 7.23928
7.94 7.256159 7.94 7.624705 7.94 6.71283
7.85 6.806654 7.85 7.094039 7.85 6.30464
7.38 6.457167 7.38 6.647715 7.38 5.961719
7 7.153031 7 7.473189 7 6.107873
6.64 9.337565 6.64 9.531613 6.64 6.790485
7.18 10.91255 7.18 9.996627 7.18 6.881937
7.28 16.14251 7.28 15.55061 7.28 7.851246
6.96 17.25256 6.96 15.10926 6.96 8.261938
6.81 11.63025 6.81 8.585141 6.81 7.458044
7.3 16.02398 7.3 15.63185 7.3 8.727445
11 24.47472 11 23.65929 11 10.96462
8.49 16.12656 8.49 11.48832 8.49 9.448266
7.72 9.988037 7.72 7.817076 7.72 8.308297
7.61 7.074688 7.61 6.658726 7.61 7.442055
7.59 5.870185 7.59 6.135439 7.59 6.761453
7.61 6.512476 7.61 7.251247 7.61 6.318715
7.72 6.366353 7.72 6.655617 7.72 5.866499
7.03 5.510159 7.03 5.513573 7.03 5.485614
6.19 4.910972 6.19 4.985151 6.19 5.162996
6.09 4.554986 6.09 4.648906 6.09 4.884978
5.88 4.314557 5.88 4.362807 5.88 4.641662
5.6 4.12052 5.6 4.098564 5.6 4.426198
5.43 3.968855 5.43 3.88121 5.43 4.232304
5.22 3.796734 5.22 3.628429 5.22 4.054642
4.87 3.632696 4.87 3.403572 4.87 3.890449
4.03 3.479588 4.03 3.196911 4.03 3.738715
3.81 3.335017 3.81 3.003644 3.81 3.60047
3.71 3.197258 3.71 2.822194 3.71 3.474913
3.62 3.111441 3.62 2.715252 3.62 3.359644
3.37 2.968389 3.37 2.5128 3.37 3.253512
3.3 2.831336 3.3 2.349091 3.3 3.155064
3 2.707851 3 2.204942 3 3.063881
3.07 2.593829 3.07 2.07141 3.07 2.979654
3.33 2.4862 3.33 1.946244 3.33 2.900971
3.34 2.383566 3.34 1.82868 3.34 2.827485
3.18 2.285329 3.18 1.718223 3.18 2.758567
3.1 2.191185 3.1 1.614438 3.1 2.693046
2.95 2.100932 2.95 1.516922 2.95 2.630342
3.1 2.014399 3.1 1.425297 3.1 2.570249
2.64 1.931432 2.64 1.339206 2.64 2.512846
2.34 2.360833 2.34 1.992328 2.34 2.461568
2.3 2.110121 2.3 1.443786 2.3 2.413743
2.45 1.855997 2.45 1.20906 2.45 2.36832
2.46 1.699983 2.46 1.106931 2.46 2.324066
2.28 1.600717 2.28 1.035467 2.28 2.28084
2.46 1.525378 2.46 0.9722778 2.46 2.238489
6.45 12.49059 6.45 16.52013 6.45 12.97965
8.11 13.29514 8.11 12.64736 8.11 8.872811
11.2 14.27834 11.2 13.56662 11.2 12.19263
11.1 13.55866 11.1 12.16492 11.1 13.17096
10.7 10.14447 10.7 8.349374 10.7 11.71607
9.05 7.418892 9.05 6.465165 9.05 10.27241
10 16.15875 10 13.54273 10 12.90787
12.4 16.39172 12.4 10.30285 12.4 11.95719
37.9 77.75753 37.9 77.81625 37.9 39.14809
32 76.67686 32 59.96156 32 35.96781
27.2 59.32865 27.2 44.18352 27.2 31.28659
25.4 46.06144 25.4 37.18585 25.4 27.53097
23.1 26.08593 23.1 20.18436 23.1 19.15461
20.7 15.60861 20.7 15.68018 20.7 14.54003
18.5 21.78529 18.5 25.76489 18.5 15.83491
35.6 58.95909 35.6 65.36339 35.6 33.45795
37.6 53.27409 37.6 46.24347 37.6 28.44101
34.1 46.4751 34.1 41.69478 34.1 27.45573
27.1 28.44162 27.1 24.50038 27.1 19.38293
21.6 18.97514 21.6 20.447 21.6 15.40873
19.6 15.88036 19.6 20.00394 19.6 13.37704
17.8 15.20204 17.8 19.81912 17.8 11.99215
15 11.87522 15 15.59542 15 10.14644
13.3 15.36732 13.3 20.67697 13.3 11.42864
13 17.42933 13 20.41243 13 11.66789
11.3 13.00462 11.3 14.70349 11.3 9.904807
9.69 9.914877 9.69 12.61267 9.69 8.600864
9.3 11.14977 9.3 15.10805 9.3 8.285028
8.11 9.385404 8.11 12.0118 8.11 7.38108
8.13 7.97626 8.13 10.61628 8.13 6.65117
7.78 10.77321 7.78 14.51423 7.78 6.872231
7.24 9.011254 7.24 10.79454 7.24 6.240454
6.91 7.438663 6.91 9.263679 6.91 5.715865
6.89 6.766418 6.89 8.783449 6.89 5.277003
6.16 7.745292 6.16 10.11702 6.16 5.086574
5.47 6.814408 5.47 8.222729 5.47 4.749349
5.64 6.000702 5.64 7.334089 5.64 4.454804
6.1 8.567094 6.1 10.97023 6.1 4.930731
6.19 8.181266 6.19 9.19425 6.19 4.609983
5.81 6.497878 5.81 7.00339 5.81 4.322686
5.97 5.434815 5.97 6.172608 5.97 4.070099
6.16 7.898496 6.16 9.853936 6.16 4.618653
5.61 6.564486 5.61 6.851921 5.61 4.308538
5.12 5.279116 5.12 5.614717 5.12 4.030581
4.7 4.590506 4.7 5.122418 4.7 3.784771
4.49 4.214469 4.49 4.768855 4.49 3.565311
10.4 10.81433 10.4 13.99591 10.4 7.858957
62.6 55.40418 62.6 50.35131 62.6 52.4076
37.6 35.99208 37.6 19.9688 37.6 24.44834
23 19.45304 23 11.71334 23 17.19854
16.5 10.71239 16.5 8.379604 16.5 13.09077
13.3 7.120087 13.3 7.293766 13.3 10.4798
11.3 5.757706 11.3 6.754818 11.3 8.688857
10 5.216827 10 6.366855 10 7.398109
8.94 4.929453 8.94 6.001493 8.94 6.432296
7.86 4.682362 7.86 5.606846 7.86 5.684287
6.95 4.469012 6.95 5.259035 6.95 5.090472
6.24 4.277236 6.24 4.93969 6.24 4.608546
5.47 4.098528 5.47 4.641065 5.47 4.209823
5.08 3.928953 5.08 4.360698 5.08 3.874428
4.75 3.766912 4.75 4.097298 4.75 3.588636
4.18 3.611704 4.18 3.849811 4.18 3.340742
3.98 3.462932 3.98 3.617274 3.98 3.124653
3.91 3.3203 3.91 3.398782 3.91 2.935879
3.46 3.430666 3.46 3.566568 3.46 2.771316
3.13 3.221623 3.13 3.143837 3.13 2.626168
2.89 3.005552 2.89 2.872704 2.89 2.497333
2.7 2.840948 2.7 2.682455 2.7 2.381667
2.64 2.708724 2.64 2.517721 2.64 2.277579
3.72 6.583796 3.72 8.511263 3.72 4.239647
3.89 6.669012 3.89 6.776849 3.89 3.044672
7.9 15.68298 7.9 19.81115 7.9 12.90623
5.85 13.36181 5.85 12.3861 5.85 7.937789
5.15 9.301779 5.15 8.009449 5.15 6.817358
4.69 5.648196 4.69 4.909746 4.69 5.862304
3.97 3.822126 3.97 3.974847 3.97 5.130707
3.53 3.064722 3.53 3.622631 3.53 4.55575
2.93 2.741898 2.93 3.38709 2.93 4.09463
2.65 2.569908 2.65 3.180241 2.65 3.717195
2.63 2.447343 2.63 2.987861 2.63 3.403889
2.44 2.342012 2.44 2.807352 2.44 3.140798
2.14 3.19648 2.14 4.042014 2.14 2.920553
2.07 2.756681 2.07 2.94808 2.07 2.731258
2.08 2.336951 2.08 2.506309 2.08 2.566656
1.61 2.098487 1.61 2.305001 1.61 2.422577
1.66 1.960431 1.66 2.158056 1.66 2.295884
1.82 1.876321 1.82 2.046912 1.82 2.184022
6.59 13.26282 6.59 18.90208 6.59 10.88747
5.98 13.28263 5.98 13.45636 5.98 6.316945
3.36 7.66044 3.36 5.831881 3.36 5.435853
2.87 4.254313 2.87 3.752068 2.87 4.747226
2.09 2.817464 2.09 3.219359 2.09 4.205816
1.95 2.270656 1.95 2.979127 1.95 3.771558
1.86 2.044482 1.86 2.792986 1.86 3.417294
1.63 1.922101 1.63 2.623498 1.63 3.12424
1.6 1.832463 1.6 2.464938 1.6 2.879068
1.56 1.754218 1.56 2.316039 1.56 2.672029
1.65 1.681253 1.65 2.176144 1.65 2.495761
1.56 2.455742 1.56 3.350122 1.56 2.34584
1.39 2.081697 1.39 2.357778 1.39 2.216292
1.4 1.724621 1.4 1.970219 1.4 2.103595
1.34 1.527552 1.34 1.804805 1.34 2.005067
1.33 1.418882 1.33 1.688616 1.33 1.918393
1.34 1.345835 1.34 1.585629 1.34 1.841788
1.36 1.300719 1.36 1.513442 1.36 1.82494
1.2 1.586233 1.2 1.971062 1.2 1.8517
1.07 1.404327 1.07 1.506602 1.07 1.876712
1.06 1.233294 1.06 1.308955 1.06 1.90076
1.06 1.130159 1.06 1.209732 1.06 1.924092
1.16 1.078886 1.16 1.157623 1.16 1.946728
1.8 5.763717 1.8 8.87911 1.8 4.088077
1.39 5.451542 1.39 5.943891 1.39 2.036109
1.16 3.227085 1.16 2.708146 1.16 1.942321
1.01 1.914667 1.01 1.829403 1.01 1.859536
0.95 1.691228 0.95 2.128137 0.95 1.808534
0.88 1.357525 0.88 1.664566 0.88 1.836904
0.84 1.144056 0.84 1.456517 0.84 1.864477
0.78 1.031756 0.78 1.347802 0.78 1.890986
0.84 1.469175 0.84 2.09906 0.84 1.91708
0.92 1.239195 0.92 1.46596 0.92 1.941094
0.9 1.024578 0.9 1.220379 0.9 1.963781
0.85 0.9067779 0.85 1.116941 0.85 1.985301
0.82 1.307837 0.82 1.840854 0.82 2.006026
0.8 1.54101 0.8 2.010265 0.8 2.025302
0.79 1.180886 0.79 1.277591 0.79 2.042857
0.77 0.9184522 0.77 1.028845 0.77 2.059284
0.72 0.7885137 0.72 0.9352015 0.72 2.074617
0.74 0.7608243 0.74 0.9392913 0.74 2.088983
0.71 0.7073772 0.71 0.8423368 0.71 2.10235
0.71 0.6633708 0.71 0.7790972 0.71 2.114805
0.68 0.6296938 0.68 0.7297037 0.68 2.126378
0.7 0.6015304 0.7 0.6852674 0.7 2.137151
0.68 0.5760569 0.68 0.643826 0.68 2.147185
0.74 0.5521273 0.74 0.604931 0.74 2.156492
0.73 0.5293305 0.73 0.5683911 0.73 2.165084
0.7 0.5075139 0.7 0.5340589 0.7 2.173015
0.66 0.486607 0.66 0.5018005 0.66 2.180347
0.62 0.466564 0.62 0.4714906 0.62 2.18713
0.6 0.4587373 0.6 0.4648862 0.6 2.193386
0.53 0.4361606 0.53 0.4235683 0.53 2.199174
0.55 0.4145344 0.55 0.393876 0.55 2.204498
0.53 0.3957599 0.53 0.3693074 0.53 2.209404
0.53 0.3788422 0.53 0.3468801 0.53 2.213922
0.5 0.3630416 0.5 0.3259112 0.5 2.218084
0.48 0.3480308 0.48 0.3062233 0.48 2.221918
0.69 2.740639 0.69 4.957732 0.69 2.656154
0.81 2.322907 0.81 2.71597 0.81 2.149306
0.77 1.30538 0.77 1.149539 0.77 2.154026
0.72 0.7432975 0.72 0.751748 0.72 2.163069
0.6 0.5082545 0.6 0.6418305 0.6 2.171396
0.55 0.4176379 0.55 0.5925719 0.55 2.179067
0.53 0.378946 0.53 0.5552698 0.53 2.186123
0.6 0.3571401 0.6 0.5215302 0.6 2.192631
1.71 0.970196 1.71 1.699909 1.71 2.224878
2.31 9.178438 2.31 15.27108 2.31 5.157387
1.3 5.869143 1.3 5.409737 1.3 1.862168
1 2.814627 1 2.330904 1 1.793485
0.92 1.4075 0.92 1.680376 0.92 1.825584
0.8 0.8776807 0.8 1.49237 0.8 1.856354
1.34 0.6897107 1.34 1.389223 1.34 1.885634
2.17 6.614414 2.17 10.37422 2.17 4.691458
1.42 4.390003 1.42 4.258145 1.42 2.221411
1.47 4.790932 1.47 5.874423 1.47 2.811359
1.19 2.884222 1.19 3.032538 1.19 2.297818
0.98 1.637553 0.98 2.135869 0.98 2.164363
0.95 1.456482 0.95 2.389771 0.95 2.049815
0.99 2.451643 0.99 3.802969 0.99 2.165765
1.6 2.384944 1.6 3.218991 1.6 1.986395
3.47 8.893211 3.47 11.81806 3.47 6.351099
2 5.94438 2 5.260421 2 3.141542
1.91 7.417731 1.91 8.259563 1.91 4.638219
1.76 5.079451 1.76 4.828091 1.76 3.659081
2.18 3.676773 2.18 4.040788 2.18 3.344901
2.24 5.965047 2.24 7.211238 2.24 3.948673
1.5 3.898353 1.5 3.899839 1.5 3.557432
1.45 2.311549 1.45 2.803753 1.45 3.230468
1.3 1.586008 1.3 2.47318 1.3 2.961126
4.52 1.31466 4.52 2.320674 4.52 2.736543
10.3 15.1136 10.3 17.85779 10.3 13.28896
3.05 9.960926 3.05 7.277357 3.05 6.493288
2.01 5.113533 2.01 3.943096 2.01 5.528668
1.49 2.806562 1.49 3.117398 1.49 4.79984
1.41 2.114572 1.41 3.046467 1.41 4.235632
2.63 3.193495 2.63 4.341764 2.63 3.955686
6.25 11.51026 6.25 12.54975 6.25 9.378698
5.82 11.7416 5.82 9.833791 5.82 7.778029
3.17 7.292198 3.17 5.431746 3.17 6.523224
2.33 4.276486 2.33 3.902536 2.33 5.5885
1.97 3.110053 1.97 3.621332 1.97 4.895934
1.92 2.397794 1.92 3.163433 1.92 4.34733
1.76 1.959178 1.76 2.831774 1.76 3.911995
1.52 1.776726 1.52 2.670427 1.52 3.560094
1.44 1.676302 1.44 2.515573 1.44 3.271285
1.27 1.597517 1.27 2.364614 1.27 3.030532
1.17 1.498295 1.17 2.193618 1.17 2.827395
1.07 1.417087 1.07 2.05348 1.07 2.654321
1.04 1.350824 1.04 1.928058 1.04 2.505604
1.03 1.31521 1.03 1.8352 1.03 2.376959
0.97 1.305705 0.97 1.765763 0.97 2.264969
0.95 1.256443 0.95 1.651884 0.95 2.166871
0.91 1.177439 0.91 1.524786 0.91 2.080512
