qoss qsim qoss1 qsim1 qoss2 qsim2
1.716 1.440401 1.716 1.979918 1.716 3.408843
1.638 1.349276 1.638 1.851816 1.638 3.132528
1.553 1.283474 1.553 1.740772 1.553 2.90192
1.447 1.217071 1.447 1.626032 1.447 2.707779
1.478 1.475876 1.478 1.853435 1.478 2.543765
1.415 1.799825 1.415 2.051564 1.415 2.439326
1.308 1.513798 1.308 1.609154 1.308 2.315589
1.275 1.242016 1.275 1.385854 1.275 2.208582
1.272 1.079686 1.272 1.264204 1.272 2.115616
1.3 0.9913494 1.3 1.180405 1.3 2.034216
1.282 0.9457604 1.282 1.118463 1.282 1.962498
1.279 0.9263274 1.279 1.073142 1.279 1.899006
1.302 0.8821279 1.302 0.9966434 1.302 1.86934
1.272 0.9617543 1.272 1.063086 1.272 1.889756
1.201 0.8844154 1.201 0.9251376 1.201 1.908981
1.235 1.051829 1.235 1.10497 1.235 1.928146
1.244 0.9236273 1.244 0.8899356 1.244 1.944959
1.206 0.8126518 1.206 0.7965716 1.206 1.960686
1.262 1.527266 1.262 1.58251 1.262 2.219292
1.825 4.394946 1.825 4.354517 1.825 3.802103
1.754 2.989137 1.754 1.957984 1.754 2.078216
1.712 1.885141 1.712 1.33074 1.712 2.000667
2.409 6.638984 2.409 6.535925 2.409 5.350752
2.442 7.358477 2.442 5.670489 2.442 3.671431
4.006 7.473581 4.006 5.562799 4.006 4.196327
54.838 29.86055 54.838 22.60217 54.838 26.03889
18.57 22.65196 18.57 10.72307 18.57 15.09063
8.288 11.49572 8.288 4.832572 8.288 11.4926
5.471 6.501008 5.471 3.857727 5.471 9.18568
4.187 3.982549 4.187 3.199419 4.187 7.610093
3.416 2.936211 3.416 2.923696 3.416 6.479565
2.991 2.496674 2.991 2.730199 2.991 5.637858
2.637 2.429432 2.637 2.661605 2.637 4.993285
2.422 2.293828 2.422 2.479218 2.422 4.487678
2.286 2.073342 2.286 2.261127 2.286 4.083295
2.14 1.987868 2.14 2.159134 2.14 3.75487
2.031 1.937909 2.031 2.056545 2.031 3.484251
2.046 1.83646 2.046 1.915744 2.046 3.258063
2.052 5.468306 2.052 4.402871 2.052 3.786052
1.79 4.020881 1.79 2.553915 1.79 3.518904
1.891 4.672483 1.891 3.298807 1.891 3.592809
1.992 3.232473 1.992 2.145857 1.992 3.354698
80.43 103.6132 80.43 29.51099 80.43 38.92783
47.54 101.8114 47.54 20.98546 47.54 31.34178
16.332 53.48274 16.332 8.441046 16.332 20.60067
9.705 24.65343 9.705 5.031554 9.705 15.0022
7.044 12.85473 7.044 4.251035 7.044 11.69132
5.364 8.568952 5.364 3.86589 5.364 9.540646
4.434 7.034876 4.434 3.607147 4.434 8.049853
3.952 6.495766 3.952 3.461682 3.952 6.967156
3.902 10.07603 3.902 6.23823 3.902 7.488798
3.849 11.81061 3.849 6.317546 3.849 7.576905
3.765 13.97499 3.765 5.932211 3.765 7.56176
3.507 10.68915 3.507 4.236159 3.507 6.793869
3.14 7.952382 3.14 3.442826 3.14 6.100313
3.305 12.82351 3.305 5.033507 3.305 6.416657
3.098 11.85779 3.098 4.212385 3.098 6.074444
2.886 9.451144 2.886 3.538259 2.886 5.593127
2.843 10.00493 2.843 3.977331 2.843 5.431593
2.608 10.64696 2.608 4.248301 2.608 5.372895
2.413 7.943122 2.413 3.022634 2.413 4.942621
2.378 6.008117 2.378 2.5053 2.378 4.588469
2.382 5.114612 2.382 2.325759 2.382 4.295485
2.364 4.653474 2.364 2.161461 2.364 4.049535
2.517 5.964792 2.517 3.251843 2.517 4.099649
3.987 12.87238 3.987 5.931491 3.987 4.978688
8.545 37.62267 8.545 12.93295 8.545 10.92326
8.781 31.52161 8.781 8.574359 8.781 9.168371
6.492 17.72544 6.492 4.377962 6.492 7.85795
5.589 10.27457 5.589 3.368418 5.589 6.883108
4.803 6.894479 4.803 2.79142 4.803 6.141296
4.475 5.611699 4.475 2.607858 4.475 5.561704
4.876 14.93612 4.876 7.608638 4.876 6.959352
7.16 33.37112 7.16 13.38352 7.16 10.61237
6.848 21.77211 6.848 6.138008 6.848 8.713524
6.192 12.64746 6.192 4.219954 6.192 7.534919
5.787 8.141074 5.787 3.390423 5.787 6.654593
5.038 6.18589 5.038 2.952592 5.038 5.975229
4.798 5.425844 4.798 2.794083 4.798 5.43899
4.378 4.986019 4.378 2.558297 4.378 5.007194
3.885 4.695067 3.885 2.382865 3.885 4.653242
3.787 4.473919 3.787 2.237748 3.787 4.358702
3.666 5.004305 3.666 2.952958 3.666 4.168962
3.6 5.030182 3.6 2.812715 3.6 3.95364
3.472 4.551688 3.472 2.284446 3.472 3.766972
3.44 4.396567 3.44 2.325273 3.44 3.605367
3.294 3.973138 3.294 1.908848 3.294 3.462977
3.283 3.641673 3.283 1.699292 3.283 3.336708
7.856 24.63949 7.856 18.87581 7.856 13.66943
8.496 30.23937 8.496 18.30745 8.496 10.28059
7.293 27.46273 7.293 18.19317 7.293 10.66459
6.363 19.46625 6.363 12.05827 6.363 9.693763
5.701 19.47437 5.701 15.59662 5.701 9.816332
5.823 21.43744 5.823 18.11632 5.823 10.13416
6.539 17.05921 6.539 12.78824 6.539 9.312221
6.043 11.88879 6.043 8.784381 6.043 8.191771
5.683 8.041639 5.683 6.381582 5.683 7.16672
5.327 6.042221 5.327 5.414925 5.327 6.38714
4.89 5.163631 4.89 4.994169 4.89 5.779088
4.66 4.712067 4.66 4.644184 4.66 5.294414
4.205 4.412742 4.205 4.324934 4.205 4.901235
4.017 4.190958 4.017 4.05432 4.017 4.576958
4.846 10.53625 4.846 11.52276 4.846 6.460757
16.912 52.57531 16.912 56.1452 16.912 19.18753
95.579 109.7122 95.579 106.7444 95.579 54.19913
40.869 66.16991 40.869 39.7563 40.869 28.02696
19.703 33.072 19.703 20.4036 19.703 19.89004
19.64 17.45162 19.64 15.04823 19.64 15.00708
172.778 110.9998 172.778 125.6879 172.778 87.45246
54.703 72.38458 54.703 49.88867 54.703 37.47475
30.53 41.46641 30.53 30.99663 30.53 27.46132
20.186 24.45294 20.186 23.46281 20.186 20.03729
15.152 16.04726 15.152 19.47894 15.152 15.37319
12.557 12.49301 12.557 17.69978 12.557 12.49073
10.543 11.16393 10.543 16.73297 10.543 10.56516
9.226 10.63382 9.226 15.93872 9.226 9.202266
8.42 10.02047 8.42 14.79138 8.42 8.188976
7.896 12.00811 7.896 16.97174 7.896 8.446304
7.3 10.72611 7.3 14.13252 7.3 7.612373
6.959 9.394741 6.959 12.58655 6.959 6.946928
7.527 10.55367 7.527 14.15982 7.527 7.095989
42.639 62.28047 42.639 70.84942 42.639 33.47779
19.282 42.2516 19.282 30.78175 19.282 18.72925
13.501 23.0917 13.501 17.522 13.501 14.51697
11.033 14.03092 11.033 14.28807 11.033 11.85911
9.303 10.52134 9.303 13.11132 9.303 10.04826
8.432 9.183438 8.432 12.3184 8.432 8.745512
7.661 8.503555 7.661 11.52838 7.661 7.766888
7.144 8.036727 7.144 10.79528 7.144 7.003764
6.683 7.680524 6.683 10.15579 6.683 6.394148
7.322 12.09418 7.322 15.70706 7.322 8.332261
8.874 14.55458 8.874 16.68642 8.874 9.849914
7.839 11.33725 7.839 11.54251 7.839 8.554823
7.185 8.611691 7.185 9.307068 7.185 7.567844
6.661 7.65195 6.661 8.977326 6.661 6.81664
6.381 6.964179 6.381 8.23795 6.381 6.226188
6.084 6.355926 6.084 7.502416 6.084 5.746778
5.85 5.938295 5.85 6.989786 5.85 5.347647
5.484 5.634959 5.484 6.557101 5.484 5.00961
5.192 5.383584 5.192 6.159472 5.192 4.718654
5.089 5.156047 5.089 5.787215 5.089 4.465345
4.924 4.94204 4.924 5.437627 4.924 4.243718
5.646 6.016774 5.646 6.810714 5.646 4.306539
11.571 21.95888 11.571 25.0513 11.571 19.11881
12.829 36.19623 12.829 31.3781 12.829 16.90779
10.857 32.81202 10.857 25.33457 10.857 16.36185
10.475 36.63686 10.475 32.34646 10.475 18.58158
10.338 27.36928 10.338 21.27213 10.338 15.90837
13.458 35.93657 13.458 34.74482 13.458 19.22825
13.891 35.19544 13.891 31.23252 13.891 19.23202
20.943 41.28528 20.943 38.89379 20.943 22.44059
26.273 43.38071 26.273 39.63666 26.273 24.20763
17.807 30.15941 17.807 24.57432 17.807 19.20586
19.486 38.48208 19.486 39.06561 19.486 22.96805
37.211 55.80138 37.211 55.86727 37.211 32.09198
23.974 34.71895 23.974 26.51683 23.974 21.79661
19.591 19.52001 19.591 17.43756 19.591 16.28848
17.823 12.77402 17.823 15.03651 17.823 12.97279
17.43 14.21321 17.43 19.0791 17.43 13.27493
16.893 15.15645 16.893 19.11135 16.893 13.01093
13.925 11.88855 13.925 14.34109 13.925 10.8433
11.533 9.605156 11.533 12.4715 11.533 9.296238
10.119 8.448875 10.119 11.53469 10.119 8.151985
9.074 8.098889 9.074 11.15133 9.074 7.277522
8.365 7.597687 8.365 10.26744 8.365 6.584754
7.734 7.176239 7.734 9.58269 7.734 6.020429
7.303 6.834781 7.303 8.991683 7.303 5.548855
6.865 6.537259 6.865 8.446682 6.865 5.148158
6.428 6.263002 6.428 7.936224 6.428 4.803378
6.142 6.003591 6.142 7.456825 6.142 4.503789
5.839 5.755917 5.839 7.006412 5.839 4.240569
5.461 5.51874 5.461 6.583208 5.461 4.008853
5.152 5.291412 5.152 6.185567 5.152 3.802868
5.136 5.073467 5.136 5.811945 5.136 3.618141
5.051 4.864504 5.051 5.46089 5.051 3.450829
5.067 5.388119 5.067 6.166144 5.067 3.30314
4.944 4.932122 4.944 5.167292 4.944 3.166691
4.508 4.496219 4.508 4.660795 4.508 3.040131
4.302 4.263683 4.302 4.430936 4.302 2.923044
4.127 4.029175 4.127 4.104074 4.127 2.814179
4.083 3.831155 4.083 3.838781 4.083 2.713938
4.054 3.660591 4.054 3.603665 4.054 2.621781
3.951 3.639091 3.951 3.584238 3.951 2.537036
3.82 3.444686 3.82 3.247403 3.82 2.458135
3.825 3.259475 3.825 3.013922 3.825 2.384818
4.664 8.748727 4.664 11.16372 4.664 6.855581
4.141 7.541336 4.141 6.871045 4.141 3.844701
4.169 8.776231 4.169 9.308085 4.169 5.033778
7.288 14.3878 7.288 16.49233 7.288 11.38462
10.414 18.84758 10.414 19.67267 10.414 15.59538
11.545 17.14877 11.545 15.50865 11.545 15.39033
9.444 14.45875 9.444 12.86718 9.444 14.07484
7.19 8.797089 7.19 7.220987 7.19 11.05267
6.21 5.554591 6.21 5.490562 6.21 9.025849
5.416 4.170986 5.416 4.924934 5.416 7.594737
5.031 3.618775 5.031 4.606262 5.031 6.538685
4.435 3.346039 4.435 4.314613 4.435 5.732854
4.11 3.170176 4.11 4.050719 4.11 5.099782
4.01 3.028505 4.01 3.805467 4.01 4.590398
3.772 2.900672 3.772 3.575522 3.772 4.174672
3.585 3.073837 3.585 3.762923 3.585 3.833661
3.465 2.914891 3.465 3.378325 3.465 3.548426
3.237 2.773733 3.237 3.176359 3.237 3.306689
3.06 2.565208 3.06 2.874962 3.06 3.099186
2.916 2.404175 2.916 2.671522 2.916 2.918726
2.859 2.282693 2.859 2.504738 2.859 2.759963
2.685 2.181017 2.685 2.352624 2.685 2.618725
2.568 2.088829 2.568 2.210408 2.568 2.492067
2.402 2.002117 2.402 2.07688 2.402 2.378131
2.329 1.91947 2.329 1.95143 2.329 2.275211
2.33 2.614188 2.33 2.987825 2.33 2.184134
2.854 4.342797 2.854 5.210931 2.854 2.532634
3.424 5.140924 3.424 5.601459 3.424 2.601506
16.948 26.57512 16.948 33.78315 16.948 27.87309
7.347 18.14341 7.347 13.75164 7.347 12.33484
4.884 9.351878 4.884 6.371012 4.884 9.728797
5.084 4.994521 5.084 4.532865 5.084 7.97025
6.294 13.32443 6.294 16.11024 6.294 12.91142
4.625 10.1222 4.625 9.035278 4.625 9.851247
3.936 5.98486 3.936 5.452578 3.936 8.07703
3.362 4.52144 3.362 5.27042 3.362 6.81488
3.28 3.558659 3.28 4.54174 3.28 5.87716
3.785 7.322806 3.785 9.437374 3.785 6.386586
5.748 12.68997 5.748 14.21894 5.748 8.297531
4.088 8.553684 4.088 7.340977 4.088 7.008464
3.458 5.126026 3.458 4.93664 3.458 6.024495
3.047 4.335407 3.047 5.26894 3.047 5.275333
2.741 3.355067 2.741 4.239187 2.741 4.685808
2.411 2.772988 2.411 3.774138 2.411 4.21206
2.284 2.480973 2.284 3.507192 2.284 3.824239
2.148 2.318383 2.148 3.289363 2.148 3.501756
2.11 2.204315 2.11 3.089855 2.11 3.230662
2.035 2.111035 2.035 2.907022 2.035 3.000452
1.98 2.041506 1.98 2.756468 1.98 2.802871
0.0000001 1.949709 0.0000001 2.572646 0.0000001 2.631145
0.0000001 1.862511 0.0000001 2.411966 0.0000001 2.480562
0.0000001 1.782661 0.0000001 2.265281 0.0000001 2.348234
0.0000001 1.708108 0.0000001 2.1283 0.0000001 2.231648
0.0000001 1.637397 0.0000001 1.999724 0.0000001 2.128527
0.0000001 1.569852 0.0000001 1.878934 0.0000001 2.036897
0.0000001 1.505165 0.0000001 1.765442 0.0000001 1.95494
0.0000001 1.443164 0.0000001 1.658805 0.0000001 1.881588
1.397 2.11407 1.397 2.673654 1.397 1.838959
1.347 1.790859 1.347 1.837379 1.347 1.860604
1.255 1.482286 1.255 1.517004 1.255 1.881635
1.217 1.312161 1.217 1.385733 1.217 1.901811
1.176 1.21852 1.176 1.295903 1.176 1.921033
1.038 1.155691 1.038 1.216782 1.038 1.93986
0.985 1.104366 0.985 1.143177 0.985 1.958529
1.007 1.05784 1.007 1.074113 1.007 1.976668
1.063 1.033662 1.063 1.041066 1.063 1.994256
0.989 1.143199 0.989 1.216903 0.989 2.011029
0.987 1.038512 0.987 0.9812998 0.987 2.026446
0.942 0.9418232 0.942 0.8724488 0.942 2.040996
0.915 0.8782872 0.915 0.8104045 0.915 2.054818
0.84 0.8331766 0.84 0.7600121 0.84 2.068297
0.853 0.8011923 0.853 0.7226584 0.853 2.081333
0.86 0.765683 0.86 0.6736866 0.86 2.09356
0.885 0.7322493 0.885 0.6313478 0.885 2.10488
0.843 0.7012545 0.843 0.5929015 0.843 2.115399
0.841 0.672075 0.841 0.5570408 0.841 2.125237
0.808 0.6443005 0.808 0.5233876 0.808 2.134541
0.72 0.6177362 0.72 0.4917729 0.72 2.143393
0.69 0.5922858 0.69 0.4620686 0.69 2.151751
0.67 0.5678892 0.67 0.4341586 0.67 2.159642
0.631 0.544499 0.631 0.4079345 0.631 2.16713
0.6 0.5220725 0.6 0.3832943 0.6 2.174214
0.597 0.5005698 0.597 0.3601425 0.597 2.180901
0.595 0.4799528 0.595 0.338389 0.595 2.187154
0.586 0.4601849 0.586 0.3179496 0.586 2.192989
0.586 0.6172504 0.586 0.6321329 0.586 2.198523
0.583 0.5349167 0.583 0.3921975 0.583 2.203556
0.594 0.4562933 0.594 0.3059013 0.594 2.20824
0.592 0.4112125 0.592 0.2755721 0.592 2.21259
0.592 0.3847327 0.592 0.2570945 0.592 2.216632
0.591 0.3658399 0.591 0.2413124 0.591 2.220394
0.586 0.3920123 0.586 0.3100607 0.586 2.223913
0.586 0.3619917 0.586 0.2408843 0.586 2.227176
0.587 0.3334673 0.587 0.2106805 0.587 2.230171
0.61 0.5260121 0.61 0.6215801 0.61 2.232971
0.765 1.897446 0.765 3.203718 0.765 2.469928
0.703 1.279366 0.703 1.193102 0.703 2.193586
0.615 0.7231604 0.615 0.5623881 0.615 2.196821
0.593 0.4623171 0.593 0.4228286 0.593 2.202358
0.734 0.3598216 0.734 0.380971 0.734 2.207462
2.86 6.929377 2.86 12.30738 2.86 4.30579
1.733 4.498696 1.733 4.331026 1.733 1.892611
1.418 4.413469 1.418 5.504456 1.418 2.619459
1.08 2.534173 1.08 2.537715 1.08 1.837147
0.901 1.351551 0.901 1.617315 0.901 1.859538
0.813 0.8646171 0.813 1.408314 0.813 1.888494
0.777 0.6666559 0.777 1.281995 0.777 1.915854
0.709 0.5844383 0.709 1.195556 0.709 1.941614
0.687 0.5434102 0.687 1.121823 0.687 1.965826
0.628 0.5161004 0.628 1.05384 0.628 1.988553
0.608 0.4934779 0.608 0.9901558 0.608 2.009776
0.617 1.715558 0.617 3.038149 0.617 2.254142
0.719 1.489703 0.719 1.993094 0.719 2.013617
0.884 2.658934 0.884 4.050262 0.884 2.446913
1.066 1.9902 1.066 2.364841 1.066 1.986143
1.407 3.902374 1.407 5.753491 1.407 2.872122
1.135 2.520549 1.135 2.64996 1.135 1.902339
0.846 1.385041 0.846 1.609875 0.846 1.919288
0.74 0.8619624 0.74 1.343331 0.74 1.944606
0.678 0.6590261 0.678 1.235752 0.678 1.968419
0.634 0.5787024 0.634 1.157434 0.634 1.990767
0.598 0.5392403 0.598 1.087049 0.598 2.011667
0.6 0.512679 0.6 1.02133 0.6 2.031212
0.6 0.6943918 0.6 1.29663 0.6 2.0496
0.6 0.5995337 0.6 1.014373 0.6 2.066527
0.596 0.5091782 0.596 0.889818 0.596 2.082199
0.62 0.6505458 0.62 1.146162 0.62 2.096804
0.745 3.341989 0.745 5.405229 0.745 3.056953
0.808 2.30913 0.808 2.394513 0.808 1.974323
0.758 1.263072 0.758 1.319115 0.758 1.986351
0.694 0.7599461 0.694 1.05522 0.694 2.007672
0.675 0.5629875 0.675 0.9622822 0.675 2.027498
0.626 0.4865213 0.626 0.9000615 0.626 2.04592
0.607 0.5937413 0.607 1.075402 0.607 2.063085
0.601 0.6665316 0.601 1.109604 0.601 2.078988
0.6 0.5440779 0.6 0.8549738 0.6 2.093619
0.598 0.4524413 0.598 0.7503475 0.598 2.107131
0.596 0.4038825 0.596 0.6952785 0.596 2.119603
0.657 0.3767328 0.657 0.6517962 0.657 2.131111
1.637 6.81204 1.637 10.55969 1.637 4.638857
3.013 4.54191 3.013 4.044833 3.013 1.816762
3.037 6.725809 3.037 8.154689 3.037 3.991225
1.595 4.140185 1.595 3.647921 1.595 2.250743
1.163 2.121772 1.163 2.071808 1.163 2.124263
1.029 1.205251 1.029 1.67951 1.029 2.01538
0.909 0.858076 0.909 1.535773 0.909 1.921038
0.877 0.7282302 0.877 1.437078 0.877 1.83883
0.851 0.6704572 0.851 1.349505 0.851 1.810144
0.835 0.6351042 0.835 1.267898 0.835 1.840631
1.6 5.032693 1.6 7.248 1.6 4.163448
5.968 14.57544 5.968 16.94144 5.968 10.14061
4.8 11.95812 4.8 9.864266 4.8 5.904668
2.477 6.246785 2.477 4.400762 2.477 5.079325
1.882 3.111939 1.882 2.96635 1.882 4.439198
1.583 1.852489 1.583 2.58747 1.583 3.938742
1.375 1.388322 1.375 2.392094 1.375 3.53955
1.221 1.210324 1.221 2.241041 1.221 3.215736
1.126 1.125288 1.126 2.104705 1.126 2.949374
1.108 1.069183 1.108 1.977444 1.108 2.727672
1.103 2.222517 1.103 3.272062 1.103 2.680463
1.108 1.742322 1.108 2.218677 1.108 2.50404
1.064 1.284586 1.064 1.819116 1.064 2.352777
1.023 1.052426 1.023 1.658966 1.023 2.223202
0.994 0.9440102 0.994 1.550989 0.994 2.111459
0.987 0.906987 0.987 1.483424 0.987 2.014516
0.955 0.8561914 0.955 1.377229 0.955 1.929831
0.931 0.8119432 0.931 1.288918 0.931 1.855542
0.897 0.7824328 0.897 1.219562 0.897 1.834986
0.907 0.7463488 0.907 1.14002 0.907 1.860882
0.899 0.7126892 0.899 1.069362 0.899 1.885575
0.916 0.6870996 0.916 1.010661 0.916 1.909033
0.988 2.129326 0.988 2.754938 0.988 2.632047
1.038 1.81467 1.038 1.798538 1.038 1.91167
1.22 2.804693 1.22 3.121036 1.22 2.876296
1.474 4.249944 1.474 4.440441 1.474 3.381839
3.382 7.397885 3.382 7.440729 3.382 5.170123
2.753 6.967262 2.753 5.818383 2.753 3.850441
2.569 6.966259 2.569 5.971059 2.569 4.438123
10.09 16.35243 10.09 14.97664 10.09 13.90368
7.12 13.13041 7.12 8.838651 7.12 9.664319
4.488 6.946698 4.488 4.227379 4.488 7.863336
3.3 3.630775 3.3 3.036094 3.3 6.583286
3.336 5.794663 3.336 5.827857 3.336 6.976581
7.376 15.69138 7.376 13.1361 7.376 14.13541
5.935 10.20441 5.935 6.084598 5.935 9.843998
4.322 5.429846 4.322 3.732427 4.322 8.038421
3.41 3.182279 3.41 3.102704 3.41 6.765821
2.933 2.334017 2.933 2.866823 2.933 5.830762
2.555 1.993625 2.555 2.673816 2.555 5.12124
2.384 1.834278 2.384 2.507832 2.384 4.569446
2.282 1.73581 2.282 2.355586 2.282 4.131258
2.124 1.657848 2.124 2.21319 2.124 3.776649
2.173 3.044997 2.173 3.27917 2.173 3.761226
2.221 6.165577 2.221 5.331849 2.221 4.535636
2.131 4.71695 2.131 3.354785 2.131 4.134256
2.063 3.04412 2.063 2.394812 2.063 3.788791
1.876 2.136613 1.876 2.05268 1.876 3.504895
2.16 4.185016 2.16 3.80616 2.16 3.89181
2.39 8.776808 2.39 6.565844 2.39 5.955178
2.268 6.474651 2.268 3.783809 2.268 4.974683
2.113 3.826142 2.113 2.440028 2.113 4.492487
2.032 2.442718 2.032 2.023406 2.032 4.102402
1.883 1.904721 1.883 1.87785 1.883 3.781201
1.765 3.456472 1.765 2.958593 1.765 3.91123
1.811 4.170674 1.811 3.018949 1.811 3.884565
1.85 2.925433 1.85 2.019954 1.85 3.607314
2.101 2.608862 2.101 2.042486 2.101 3.373933
2.246 2.004477 2.246 1.657736 2.246 3.175462
2.387 7.497826 2.387 5.320275 2.387 4.863717
2.387 5.270255 2.387 2.72264 2.387 3.857041
2.279 3.137541 2.279 1.826819 2.279 3.582099
2.192 2.087656 2.192 1.561227 2.192 3.352317
2.153 1.63511 2.153 1.425732 2.153 3.158576
2.126 1.441771 2.126 1.331711 2.126 2.993953
2.086 1.43806 2.086 1.315438 2.086 2.852998
2.121 1.534226 2.121 1.333282 2.121 2.731385
2.265 2.564368 2.265 1.98217 2.265 2.763317
4.539 21.96871 4.539 9.437698 4.539 9.162425
3.52 14.30054 3.52 3.858577 3.52 5.075979
2.894 7.063309 2.894 2.041011 2.894 4.581955
2.723 3.713638 2.723 1.630812 2.723 4.185569
9.451 56.37761 9.451 14.98142 9.451 17.22784
12.13 52.96121 12.13 10.28518 12.13 13.16766
14.352 63.47024 14.352 13.90965 14.352 19.6954
8.37 39.60723 8.37 7.278467 8.37 15.5306
6.495 22.21405 6.495 4.979051 6.495 12.58805
6.036 22.42212 6.036 6.614412 6.036 12.42017
5.235 15.1998 5.235 4.529954 5.235 10.33697
4.718 10.57805 4.718 3.71224 4.718 8.8666
4.501 8.753688 4.501 3.386788 4.501 7.779792
4.176 14.73786 4.176 5.127617 4.176 8.083251
3.729 12.98999 3.729 4.004619 3.729 7.384884
3.481 11.74682 3.481 3.766571 3.481 6.938901
3.324 11.99765 3.324 3.905758 3.324 6.649572
3.149 13.33623 3.149 4.349258 3.149 6.578138
3.105 14.22524 3.105 4.624876 3.105 6.571907
3.727 30.27686 3.727 9.751066 3.727 9.499425
5.589 20.65212 5.589 5.187748 5.589 8.078099
5.929 11.98263 5.929 3.257287 5.929 7.060753
5.181 8.122229 5.181 2.92753 5.181 6.307562
4.619 6.423552 4.619 2.605552 4.619 5.709122
4.141 5.647187 4.141 2.389823 4.141 5.23458
3.716 5.241317 3.716 2.233174 3.716 4.850616
3.594 4.988548 3.594 2.11147 3.594 4.534369
3.547 6.26639 3.547 3.215744 3.547 4.623887
2.386 6.153621 2.386 2.782274 2.386 4.512524
2.113 5.19252 2.113 2.061014 2.113 4.255087
2.137 4.558301 2.137 1.808992 2.137 4.042462
2.166 9.112443 2.166 4.125915 2.166 4.584426
2.359 18.05535 2.359 6.345205 2.359 5.60641
6.782 34.46458 6.782 11.67282 6.782 9.493683
13.742 42.66308 13.742 14.42718 13.742 11.93559
8.646 26.38316 8.646 7.398564 8.646 10.17957
6.94 14.17833 6.94 4.162269 6.94 8.617337
6.068 9.659458 6.068 4.398017 6.068 7.714292
5.773 10.60849 5.773 6.212578 5.773 7.646758
79.063 44.12933 79.063 40.4239 79.063 17.52473
82.361 135.0723 82.361 134.9171 82.361 87.30601
24.841 88.23096 24.841 53.2223 24.841 40.82667
15.295 43.8617 15.295 23.38025 15.295 25.71429
20.35 50.42378 20.35 47.66203 20.35 32.3049
129.178 114.2783 129.178 117.6618 129.178 95.25695
55.513 81.29903 55.513 59.17088 55.513 48.87342
25.478 43.49769 25.478 30.4015 25.478 29.21425
16.131 24.60105 16.131 23.04897 16.131 20.58901
12.52 17.22604 12.52 20.84253 12.52 15.89151
10.583 17.42753 10.583 23.11097 10.583 15.24752
9.251 15.5255 9.251 19.98188 9.251 12.75751
7.991 13.49807 7.991 17.66177 7.991 10.89452
7.257 12.27133 7.257 16.37085 7.257 9.559839
6.625 11.4919 6.625 15.31825 6.625 8.560211
6.149 10.92264 6.149 14.38038 6.149 7.784615
5.791 10.44247 5.791 13.50975 5.791 7.164321
5.351 10.00346 5.351 12.69344 5.351 6.657339
5.217 9.588964 5.217 11.92669 5.217 6.237403
5.581 14.50996 5.581 17.87447 5.581 8.725026
5.463 18.82388 5.463 19.14451 5.463 10.26261
11.364 40.01516 11.364 42.05284 11.364 17.62643
106.924 117.4286 106.924 122.5124 106.924 85.65675
85.723 112.6021 85.723 91.43291 85.723 71.83177
87.277 99.86642 87.277 81.84301 87.277 71.18921
39.166 56.2277 39.166 39.26513 39.166 37.1199
23.301 30.61896 23.301 26.70888 23.301 24.60222
16.28 19.83305 16.28 23.16737 16.28 18.37507
12.914 15.72159 12.914 21.43483 12.914 14.73069
10.66 14.04679 10.66 20.08946 10.66 12.37367
9.201 13.16948 9.201 18.869 9.201 10.74348
8.208 12.5444 8.208 17.72837 8.208 9.561851
7.532 12.00569 7.532 16.65742 7.532 8.669141
6.972 11.50551 6.972 15.65126 6.972 7.970331
6.636 11.04999 6.636 14.73102 6.636 7.408409
6.349 10.59585 6.349 13.83589 6.349 6.951018
5.839 10.15048 5.839 12.98948 5.839 6.573477
5.611 9.726943 5.611 12.20214 5.611 6.256795
5.566 9.324083 5.566 11.46462 5.566 5.984348
5.448 8.964016 5.448 10.80366 5.448 5.746033
5.257 8.586583 5.257 10.13196 5.257 5.532574
4.816 8.224908 4.816 9.514028 4.816 5.337933
4.671 7.882437 4.671 8.938236 4.671 5.158236
4.566 7.556436 4.566 8.398172 4.566 4.990704
4.473 7.244779 4.473 7.89088 4.473 4.832595
4.397 6.967452 4.397 7.442108 4.397 4.685113
4.584 10.9563 4.584 12.54156 4.584 6.798184
5.416 14.61477 5.416 15.27932 5.416 8.740517
5.677 12.66692 5.677 11.33665 5.677 8.36373
5.762 9.937272 5.762 8.790813 5.762 7.496648
5.926 8.576205 5.926 8.144647 5.926 6.821624
5.778 7.022621 5.778 6.663241 5.778 6.275001
5.414 6.098184 5.414 5.994624 5.414 5.825328
5.268 7.184364 5.268 7.583673 5.268 6.050574
5.089 8.621847 5.089 8.795277 5.089 6.783268
5.192 8.742621 5.192 8.25992 5.192 7.000131
5.652 9.827335 5.652 9.230574 5.652 7.515539
5.812 15.19835 5.812 12.30773 5.812 8.238934
6.391 18.80232 6.391 16.27619 6.391 8.976393
17.227 50.4462 17.227 51.53714 17.227 22.07273
19.546 39.58778 19.546 28.8855 19.546 17.19124
16.551 21.63987 16.551 13.62873 16.551 13.48239
13.705 12.01833 13.705 9.567115 13.705 11.07345
11.36 8.123776 11.36 8.425691 11.36 9.410321
9.826 6.672328 9.826 7.853388 9.826 8.20369
9.032 7.061859 9.032 8.661888 9.032 7.456708
8.405 6.760411 8.405 7.884847 8.405 6.731857
7.889 8.185691 7.889 9.653895 7.889 7.05841
7.505 8.222393 7.505 8.968136 7.505 6.95367
7.262 9.33264 7.262 10.21038 7.262 7.641002
